R,zeta,Gamma_enclosed,dGamma_dR,material_viscous_dGamma_dt
1.816000000000000059e+00,8.179447949397698758e-03,1.982012433997756062e+00,9.332966471251641360e-02,-1.452742895296540993e-02
1.820000000000000062e+00,8.011255718393155839e-03,1.982382308054573494e+00,9.161189168379670067e-02,-1.429145510267228539e-02
1.824000000000000066e+00,7.846163298152918769e-03,1.982745365271208815e+00,8.992118986569953842e-02,-1.405853574128879645e-02
1.828000000000000069e+00,7.684121747441329670e-03,1.983101713275062572e+00,8.825723085592335204e-02,-1.382864725753953430e-02
1.832000000000000073e+00,7.525082720603133365e-03,1.983451458383785226e+00,8.661968818766122014e-02,-1.360176589369674685e-02
1.836000000000000076e+00,7.368998464011975412e-03,1.983794705613087572e+00,8.500823736347369597e-02,-1.337786775422894481e-02
1.840000000000000080e+00,7.215821812458431128e-03,1.984131558684683494e+00,8.342255588792721333e-02,-1.315692881432452103e-02
1.844000000000000083e+00,7.065506185479793026e-03,1.984462120034362842e+00,8.186232329901291238e-02,-1.293892492828969953e-02
1.848000000000000087e+00,6.918005583633765956e-03,1.984786490820184879e+00,8.032722119836079033e-02,-1.272383183782034750e-02
1.852000000000000091e+00,6.773274584718297353e-03,1.985104770930789186e+00,7.881693328026499745e-02,-1.251162518014721156e-02
1.856000000000000094e+00,6.631268339939727467e-03,1.985417058993827810e+00,7.733114535953661273e-02,-1.230228049605428149e-02
1.860000000000000098e+00,6.491942570031280536e-03,1.985723452384495102e+00,7.586954539819806831e-02,-1.209577323776986346e-02
1.864000000000000101e+00,6.355253561324063563e-03,1.986024047234171475e+00,7.443182353103613980e-02,-1.189207877673011983e-02
1.868000000000000105e+00,6.221158161772612737e-03,1.986318938439163295e+00,7.301767209002900383e-02,-1.169117241121492984e-02
1.872000000000000108e+00,6.089613776937011051e-03,1.986608219669538045e+00,7.162678562766296164e-02,-1.149302937385586303e-02
1.876000000000000112e+00,5.960578365923629302e-03,1.986891983378052284e+00,7.025886093915580111e-02,-1.129762483901625321e-02
1.880000000000000115e+00,5.834010437286350943e-03,1.987170320809162005e+00,6.891359708360111913e-02,-1.110493393004315099e-02
1.884000000000000119e+00,5.709869044890404990e-03,1.987443322008123125e+00,6.759069540405197862e-02,-1.091493172639147920e-02
1.888000000000000123e+00,5.588113783740520854e-03,1.987711075830163709e+00,6.628985954655756963e-02,-1.072759327062005989e-02
1.892000000000000126e+00,5.468704785775491128e-03,1.987973669949730793e+00,6.501079547817148474e-02,-1.054289357526003862e-02
1.896000000000000130e+00,5.351602715630815466e-03,1.988231190869810483e+00,6.375321150394558378e-02,-1.036080762955550114e-02
1.900000000000000133e+00,5.236768766371419602e-03,1.988483723931313119e+00,6.251681828292755816e-02,-1.018131040607677361e-02
1.904000000000000137e+00,5.124164655196114006e-03,1.988731353322516826e+00,6.130132884317702341e-02,-1.000437686720649123e-02
1.908000000000000140e+00,5.013752619115650032e-03,1.988974162088574138e+00,6.010645859581726508e-02,-9.829981971498803067e-03
1.912000000000000144e+00,4.905495410606074483e-03,1.989212232141071013e+00,5.893192534813854883e-02,-9.658100679912077352e-03
1.916000000000000147e+00,4.799356293239092144e-03,1.989445644267634705e+00,5.777744931576911380e-02,-9.488707961915454278e-03
1.920000000000000151e+00,4.695299037291138060e-03,1.989674478141590486e+00,5.664275313393050265e-02,-9.321778801469704154e-03
1.924000000000000155e+00,4.593287915332804061e-03,1.989898812331660771e+00,5.552756186779314596e-02,-9.157288202882916603e-03
1.928000000000000158e+00,4.493287697800203359e-03,1.990118724311705778e+00,5.443160302194813283e-02,-8.995211196541371204e-03
1.932000000000000162e+00,4.395263648549923782e-03,1.990334290470496148e+00,5.335460654901189037e-02,-8.835522844516368463e-03
1.936000000000000165e+00,4.299181520399133517e-03,1.990545586121521771e+00,5.229630485738000212e-02,-8.678198246047515510e-03
1.940000000000000169e+00,4.205007550652261825e-03,1.990752685512831910e+00,5.125643281814477176e-02,-8.523212542902933175e-03
1.944000000000000172e+00,4.112708456615933941e-03,1.990955661836892210e+00,5.023472777119487864e-02,-8.370540924617387094e-03
1.948000000000000176e+00,4.022251431103495908e-03,1.991154587240477669e+00,4.923092953051114162e-02,-8.220158633608774801e-03
1.952000000000000179e+00,3.933604137930635930e-03,1.991349532834573388e+00,4.824478038867527352e-02,-8.072040970173784136e-03
1.956000000000000183e+00,3.846734707403505222e-03,1.991540568704298186e+00,4.727602512060722489e-02,-7.926163297363520918e-03
1.960000000000000187e+00,3.761611731800741307e-03,1.991727763918841765e+00,4.632441098654696554e-02,-7.782501045739890870e-03
1.964000000000000190e+00,3.678204260850728626e-03,1.991911186541407641e+00,4.538968773429633008e-02,-7.641029718013541555e-03
1.968000000000000194e+00,3.596481797205451289e-03,1.992090903639169186e+00,4.447160760073656793e-02,-7.501724893564249916e-03
1.972000000000000197e+00,3.516414291912241599e-03,1.992266981293226991e+00,4.356992531263743917e-02,-7.364562232844658329e-03
1.976000000000000201e+00,3.437972139884656018e-03,1.992439484608568234e+00,4.268439808677248343e-02,-7.229517481668208331e-03
1.980000000000000204e+00,3.361126175373806493e-03,1.992608477724027383e+00,4.181478562935712906e-02,-7.096566475382324983e-03
1.983999999999999986e+00,3.285847667441288162e-03,1.992774023822239116e+00,4.096085013482367310e-02,-6.965685142927729653e-03
1.987999999999999989e+00,3.212108315434911675e-03,1.992936185139589922e+00,4.012235628394869580e-02,-6.836849510784857864e-03
1.991999999999999993e+00,3.139880244468479156e-03,1.993095022976159258e+00,3.929907124134880692e-02,-6.710035706808585229e-03
1.995999999999999996e+00,3.069136000906615147e-03,1.993250597705646499e+00,3.849076465235818506e-02,-6.585219963952023033e-03
2.000000000000000000e+00,2.999848547855858607e-03,1.993402968785287444e+00,3.769720863930389743e-02,-6.462378623880668006e-03
2.004000000000000004e+00,2.931991260663062426e-03,1.993552194765755070e+00,3.691817779719332171e-02,-6.341488140477893366e-03
2.008000000000000007e+00,2.865537922422154750e-03,1.993698333301038073e+00,3.615344918882822806e-02,-6.222525083242893065e-03
2.012000000000000011e+00,2.800462719490313772e-03,1.993841441158304750e+00,3.540280233936032167e-02,-6.105466140582254536e-03
2.016000000000000014e+00,2.736740237014513577e-03,1.993981574227737585e+00,3.466601923030197124e-02,-5.990288122996179944e-03
2.020000000000000018e+00,2.674345454469483161e-03,1.994118787532348058e+00,3.394288429300724302e-02,-5.876967966160683010e-03
2.024000000000000021e+00,2.613253741207962472e-03,1.994253135237759933e+00,3.323318440163646609e-02,-5.765482733906761477e-03
2.028000000000000025e+00,2.553440852024238192e-03,1.994384670661967229e+00,3.253670886561897679e-02,-5.655809621097881816e-03
2.032000000000000028e+00,2.494882922731830096e-03,1.994513446285060221e+00,3.185324942162753858e-02,-5.547925956406898548e-03
2.036000000000000032e+00,2.437556465756184933e-03,1.994639513758913907e+00,3.118260022507787776e-02,-5.441809204993592122e-03
2.040000000000000036e+00,2.381438365743292901e-03,1.994762923916849617e+00,3.052455784116772999e-02,-5.337436971084185376e-03
2.044000000000000039e+00,2.326505875184983058e-03,1.994883726783251987e+00,2.987892123546782852e-02,-5.234787000453963550e-03
2.048000000000000043e+00,2.272736610061742036e-03,1.995001971583152400e+00,2.924549176407875359e-02,-5.133837182814281544e-03
2.052000000000000046e+00,2.220108545503817182e-03,1.995117706751772468e+00,2.862407316336643137e-02,-5.034565554105249925e-03
2.056000000000000050e+00,2.168600011471363484e-03,1.995230979944019101e+00,2.801447153928937964e-02,-4.936950298695340876e-03
2.060000000000000053e+00,2.118189688454375028e-03,1.995341838043946714e+00,2.741649535633061685e-02,-4.840969751489235945e-03
2.064000000000000057e+00,2.068856603193075776e-03,1.995450327174163707e+00,2.682995542604642986e-02,-4.746602399945129037e-03
2.068000000000000060e+00,2.020580124419505200e-03,1.995556492705200302e+00,2.625466489524522912e-02,-4.653826886002896714e-03
2.072000000000000064e+00,1.973339958620910686e-03,1.995660379264823536e+00,2.569043923380812111e-02,-4.562622007924322341e-03
2.076000000000000068e+00,1.927116145825623046e-03,1.995762030747305849e+00,2.513709622216390299e-02,-4.472966722046766222e-03
2.080000000000000071e+00,1.881889055412012740e-03,1.995861490322640375e+00,2.459445593843020625e-02,-4.384840144451556711e-03
2.084000000000000075e+00,1.837639381941130268e-03,1.995958800445707615e+00,2.406234074523276936e-02,-4.298221552548437199e-03
2.088000000000000078e+00,1.794348141013614928e-03,1.996054002865383925e+00,2.354057527621469456e-02,-4.213090386577396027e-03
2.092000000000000082e+00,1.751996665151390586e-03,1.996147138633599161e+00,2.302898642224673539e-02,-4.129426251029156940e-03
2.096000000000000085e+00,1.710566599704737862e-03,1.996238248114338143e+00,2.252740331735073390e-02,-4.047208915985755183e-03
2.100000000000000089e+00,1.670039898785205881e-03,1.996327370992584171e+00,2.203565732434686550e-02,-3.966418318382436067e-03
2.104000000000000092e+00,1.630398821224866672e-03,1.996414546283205027e+00,2.155358202023575226e-02,-3.887034563192230414e-03
2.108000000000000096e+00,1.591625926562412240e-03,1.996499812339780355e+00,2.108101318132681729e-02,-3.809037924534594641e-03
2.112000000000000099e+00,1.553704071056499813e-03,1.996583206863367987e+00,2.061778876812295561e-02,-3.732408846709344124e-03
2.116000000000000103e+00,1.516616403726827505e-03,1.996664766911211197e+00,2.016374890997267230e-02,-3.657127945157329172e-03
2.120000000000000107e+00,1.480346362423307950e-03,1.996744528905381566e+00,1.971873588949953765e-02,-3.583176007349058410e-03
2.124000000000000110e+00,1.444877669923783341e-03,1.996822528641362116e+00,1.928259412681977009e-02,-3.510533993602731485e-03
2.128000000000000114e+00,1.410194330060603445e-03,1.996898801296565162e+00,1.885517016355729714e-02,-3.439183037832850304e-03
2.132000000000000117e+00,1.376280623876483802e-03,1.996973381438784445e+00,1.843631264666691777e-02,-3.369104448230903284e-03
2.136000000000000121e+00,1.343121105809927515e-03,1.997046303034584858e+00,1.802587231207460061e-02,-3.300279707879258829e-03
2.140000000000000124e+00,1.310700599910590534e-03,1.997117599457626680e+00,1.762370196814514248e-02,-3.232690475299766428e-03
2.144000000000000128e+00,1.279004196084845011e-03,1.997187303496920530e+00,1.722965647898590594e-02,-3.166318584938210279e-03
2.148000000000000131e+00,1.248017246371875078e-03,1.997255447365015923e+00,1.684359274759653774e-02,-3.101146047586059596e-03
2.152000000000000135e+00,1.217725361250528203e-03,1.997322062706124113e+00,1.646536969887291493e-02,-3.037155050740672664e-03
2.156000000000000139e+00,1.188114405977230880e-03,1.997387180604171419e+00,1.609484826247506786e-02,-2.974327958905392724e-03
2.160000000000000142e+00,1.159170496955175093e-03,1.997450831590783071e+00,1.573189135556720200e-02,-2.912647313830727877e-03
2.164000000000000146e+00,1.130879998135003468e-03,1.997513045653199981e+00,1.537636386543854601e-02,-2.852095834697915624e-03
2.168000000000000149e+00,1.103229517447214909e-03,1.997573852242122916e+00,1.502813263201348802e-02,-2.792656418246163962e-03
2.172000000000000153e+00,1.076205903266473120e-03,1.997633280279488055e+00,1.468706643025913770e-02,-2.734312138844815446e-03
2.176000000000000156e+00,1.049796240908004025e-03,1.997691358166172604e+00,1.435303595249843786e-02,-2.677046248511709241e-03
2.180000000000000160e+00,1.023987849156242141e-03,1.997748113789626689e+00,1.402591379063666127e-02,-2.620842176878965431e-03
2.184000000000000163e+00,9.987682768258776805e-04,1.997803574531439086e+00,1.370557441830907303e-02,-2.565683531107458386e-03
2.188000000000000167e+00,9.741252993554457614e-04,1.997857767274826557e+00,1.339189417295737206e-02,-2.511554095751205619e-03
2.192000000000000171e+00,9.500469154335709245e-04,1.997910718412051922e+00,1.308475123784223239e-02,-2.458437832572872572e-03
2.196000000000000174e+00,9.265213436579856692e-04,1.997962453851773512e+00,1.278402562399927681e-02,-2.406318880311635825e-03
2.200000000000000178e+00,9.035370192274082323e-04,1.998012999026319569e+00,1.248959915214548078e-02,-2.355181554404576529e-03
2.204000000000000181e+00,8.810825906663853147e-04,1.998062378898889602e+00,1.220135543454321618e-02,-2.305010346662850033e-03
2.208000000000000185e+00,8.591469165831443211e-04,1.998110617970685565e+00,1.191917985682835850e-02,-2.255789924903744536e-03
2.212000000000000188e+00,8.377190624605234141e-04,1.998157740287967776e+00,1.164295955980923676e-02,-2.207505132539831771e-03
2.216000000000000192e+00,8.167882974800425933e-04,1.998203769449039546e+00,1.137258342124307722e-02,-2.160140988126399778e-03
2.220000000000000195e+00,7.963440913791284843e-04,1.998248728611160541e+00,1.110794203759601223e-02,-2.113682684868270142e-03
2.224000000000000199e+00,7.763761113415224360e-04,1.998292640497380646e+00,1.084892770579283863e-02,-2.068115590087137717e-03
2.228000000000000203e+00,7.568742189209031520e-04,1.998335527403309664e+00,1.059543440496285051e-02,-2.023425244650619778e-03
2.232000000000000206e+00,7.378284669976946895e-04,1.998377411203807297e+00,1.034735777818713946e-02,-1.979597362364031183e-03
2.236000000000000210e+00,7.192290967690827047e-04,1.998418313359603182e+00,1.010459511425356068e-02,-1.936617829326082270e-03
2.240000000000000213e+00,7.010665347721943812e-04,1.998458254923843214e+00,9.867045329424548039e-03,-1.894472703249513220e-03
2.244000000000000217e+00,6.833313899404347804e-04,1.998497256548563472e+00,9.634608949223525537e-03,-1.853148212747793766e-03
2.248000000000000220e+00,6.660144506929246413e-04,1.998535338491087998e+00,9.407188090244975043e-03,-1.812630756588917789e-03
2.252000000000000224e+00,6.491066820570023368e-04,1.998572520620362392e+00,9.184686441993444514e-03,-1.772906902917363364e-03
2.256000000000000227e+00,6.325992228237248228e-04,1.998608822423203701e+00,8.967009248756395434e-03,-1.733963388445236738e-03
2.260000000000000231e+00,6.164833827363119627e-04,1.998644263010485478e+00,8.754063291515913267e-03,-1.695787117613654308e-03
2.264000000000000234e+00,6.007506397114496582e-04,1.998678861123249106e+00,8.545756869903857120e-03,-1.658365161725342939e-03
2.268000000000000238e+00,5.853926370933684124e-04,1.998712635138742533e+00,8.341999784205061247e-03,-1.621684758049464102e-03
2.272000000000000242e+00,5.704011809406160085e-04,1.998745603076384603e+00,8.142703317413164596e-03,-1.585733308899661253e-03
2.276000000000000245e+00,5.557682373454151271e-04,1.998777782603662567e+00,7.947780217343302853e-03,-1.550498380686288246e-03
2.280000000000000249e+00,5.414859297854983464e-04,1.998809191041955202e+00,7.757144678805802905e-03,-1.515967702943762886e-03
2.284000000000000252e+00,5.275465365083162285e-04,1.998839845372283541e+00,7.570712325845142809e-03,-1.482129167334026625e-03
2.288000000000000256e+00,5.139424879474801438e-04,1.998869762240994996e+00,7.388400194047854003e-03,-1.448970826626985123e-03
2.292000000000000259e+00,5.006663641713287064e-04,1.998898957965373091e+00,7.210126712923445834e-03,-1.416480893658903515e-03
2.296000000000000263e+00,4.877108923634653251e-04,1.998927448539177920e+00,7.035811688361813185e-03,-1.384647740269605081e-03
2.300000000000000266e+00,4.750689443351366033e-04,1.998955249638115550e+00,6.865376285170849031e-03,-1.353459896219396004e-03
2.304000000000000270e+00,4.627335340692934583e-04,1.998982376625241031e+00,6.698743009697593481e-03,-1.322906048086564890e-03
2.308000000000000274e+00,4.506978152961915729e-04,1.999008844556289466e+00,6.535835692536407816e-03,-1.292975038146345268e-03
2.312000000000000277e+00,4.389550791003529371e-04,1.999034668184937802e+00,6.376579471327121704e-03,-1.263655863232140530e-03
2.316000000000000281e+00,4.274987515587414617e-04,1.999059861967998009e+00,6.220900773646556234e-03,-1.234937673579893872e-03
2.320000000000000284e+00,4.163223914099607606e-04,1.999084440070545643e+00,6.068727299996088190e-03,-1.206809771656364985e-03
2.324000000000000288e+00,4.054196877543162956e-04,1.999108416370974250e+00,5.919988006888430958e-03,-1.179261610972175654e-03
2.328000000000000291e+00,3.947844577845429867e-04,1.999131804465988926e+00,5.774613090036142225e-03,-1.152282794880355246e-03
2.332000000000000295e+00,3.844106445470138120e-04,1.999154617675527046e+00,5.632533967644553358e-03,-1.125863075361179921e-03
2.336000000000000298e+00,3.742923147332516409e-04,1.999176869047616156e+00,5.493683263811869125e-03,-1.099992351794102470e-03
2.340000000000000302e+00,3.644236565015215520e-04,1.999198571363165255e+00,5.357994792038509035e-03,-1.074660669717438259e-03
2.344000000000000306e+00,3.547989773283296753e-04,1.999219737140688125e+00,5.225403538848395583e-03,-1.049858219576626280e-03
2.348000000000000309e+00,3.454127018895992497e-04,1.999240378640963156e+00,5.095845647524090659e-03,-1.025575335461705647e-03
2.352000000000000313e+00,3.362593699713341071e-04,1.999260507871629899e+00,4.969258401958186189e-03,-1.001802493834770590e-03
2.356000000000000316e+00,3.273336344095442848e-04,1.999280136591717438e+00,4.845580210622802558e-03,-9.785303122480564289e-04
2.360000000000000320e+00,3.186302590592197991e-04,1.999299276316109264e+00,4.724750590659168061e-03,-9.557495480533404354e-04
2.364000000000000323e+00,3.101441167921354693e-04,1.999317938319951526e+00,4.606710152089169355e-03,-9.334510971033256697e-04
2.368000000000000327e+00,3.018701875232617112e-04,1.999336133642988456e+00,4.491400582150596385e-03,-9.116259924456527860e-04
2.372000000000000330e+00,2.938035562655515035e-04,1.999353873093842049e+00,4.378764629757682901e-03,-8.902654030101622446e-04
2.376000000000000334e+00,2.859394112128808320e-04,1.999371167254227144e+00,4.268746090088619202e-03,-8.693606322900481300e-04
2.379999999999999893e+00,2.782730418509036532e-04,1.999388026483106762e+00,4.161289789301407527e-03,-8.489031170174870904e-04
2.383999999999999897e+00,2.707998370955902803e-04,1.999404460920785054e+00,4.056341569379521596e-03,-8.288844258343524814e-04
2.387999999999999901e+00,2.635152834592126183e-04,1.999420480492941188e+00,3.953848273108673955e-03,-8.092962579585869301e-04
2.391999999999999904e+00,2.564149632435337657e-04,1.999436094914601059e+00,3.853757729185893714e-03,-7.901304418467991648e-04
2.395999999999999908e+00,2.494945527599624294e-04,1.999451313694054155e+00,3.756018737462080408e-03,-7.713789338536408734e-04
2.399999999999999911e+00,2.427498205764257676e-04,1.999466146136705813e+00,3.660581054319070066e-03,-7.530338168884944143e-04
2.403999999999999915e+00,2.361766257907205635e-04,1.999480601348876840e+00,3.567395378182286383e-03,-7.350872990700184698e-04
2.407999999999999918e+00,2.297709163300879973e-04,1.999494688241540974e+00,3.476413335169776294e-03,-7.175317123790418087e-04
2.411999999999999922e+00,2.235287272767686666e-04,1.999508415534008376e+00,3.387587464878564960e-03,-7.003595113103226483e-04
2.415999999999999925e+00,2.174461792192862941e-04,1.999521791757551625e+00,3.300871206309067846e-03,-6.835632715236606392e-04
2.419999999999999929e+00,2.115194766292058219e-04,1.999534825258974635e+00,3.216218883928239052e-03,-6.671356884948290893e-04
2.423999999999999932e+00,2.057449062631164997e-04,1.999547524204126958e+00,3.133585693872118546e-03,-6.510695761668013320e-04
2.427999999999999936e+00,2.001188355895820888e-04,1.999559896581362128e+00,3.052927690288296560e-03,-6.353578656017128340e-04
2.431999999999999940e+00,1.946377112408068371e-04,1.999571950204945603e+00,2.974201771818842880e-03,-6.199936036340079025e-04
2.435999999999999943e+00,1.892980574887599438e-04,1.999583692718403194e+00,2.897365668224107828e-03,-6.049699515251937216e-04
2.439999999999999947e+00,1.840964747455012599e-04,1.999595131597819542e+00,2.822377927147758786e-03,-5.902801836206169684e-04
2.443999999999999950e+00,1.790296380874508613e-04,1.999606274155084629e+00,2.749197901023353249e-03,-5.759176860086635125e-04
2.447999999999999954e+00,1.740942958033459735e-04,1.999617127541085670e+00,2.677785734122721615e-03,-5.618759551827789923e-04
2.451999999999999957e+00,1.692872679656289958e-04,1.999627698748848825e+00,2.608102349746371350e-03,-5.481485967066946187e-04
2.455999999999999961e+00,1.646054450250002631e-04,1.999637994616630943e+00,2.540109437555932055e-03,-5.347293238832030900e-04
2.459999999999999964e+00,1.600457864278897048e-04,1.999648021830959577e+00,2.473769441048907693e-03,-5.216119564268839300e-04
2.463999999999999968e+00,1.556053192565754254e-04,1.999657786929622372e+00,2.409045545175569902e-03,-5.087904191410804172e-04
2.467999999999999972e+00,1.512811368916999787e-04,1.999667296304610042e+00,2.345901664098099058e-03,-4.962587405994951057e-04
2.471999999999999975e+00,1.470703976969222823e-04,1.999676556205007394e+00,2.284302429091851234e-03,-4.840110518327191179e-04
2.475999999999999979e+00,1.429703237254453167e-04,1.999685572739839268e+00,2.224213176588601439e-03,-4.720415850200037158e-04
2.479999999999999982e+00,1.389781994481649300e-04,1.999694351880866305e+00,2.165599936361640391e-03,-4.603446721865886806e-04
2.483999999999999986e+00,1.350913705031793228e-04,1.999702899465336525e+00,2.108429419852467668e-03,-4.489147439068739997e-04
2.487999999999999989e+00,1.313072424664019045e-04,1.999711221198686051e+00,2.052669008638815813e-03,-4.377463280137177293e-04
2.491999999999999993e+00,1.276232796430232231e-04,1.999719322657200760e+00,1.998286743043730870e-03,-4.268340483141408416e-04
2.495999999999999996e+00,1.240370038795622176e-04,1.999727209290624641e+00,1.945251310885316026e-03,-4.161726233116927595e-04
2.500000000000000000e+00,1.205459933962546251e-04,1.999734886424730629e+00,1.893532036366786173e-03,-4.057568649357399561e-04
2.504000000000000004e+00,1.171478816395206884e-04,1.999742359263842140e+00,1.843098869106362661e-03,-3.955816772779140829e-04
2.508000000000000007e+00,1.138403561542611472e-04,1.999749632893313533e+00,1.793922373306582572e-03,-3.856420553359636268e-04
2.512000000000000011e+00,1.106211574757254767e-04,1.999756712281967941e+00,1.745973717062470005e-03,-3.759330837652220879e-04
2.516000000000000014e+00,1.074880780407030484e-04,1.999763602284491792e+00,1.699224661808072584e-03,-3.664499356379237200e-04
2.520000000000000018e+00,1.044389611177841062e-04,1.999770307643784717e+00,1.653647551900750204e-03,-3.571878712105620466e-04
2.524000000000000021e+00,1.014716997564408933e-04,1.999776832993273468e+00,1.609215304342620544e-03,-3.481422366994949263e-04
2.528000000000000025e+00,9.858423575468070062e-05,1.999783182859181441e+00,1.565901398638518864e-03,-3.393084630649864999e-04
2.532000000000000028e+00,9.577455864502312582e-05,1.999789361662757781e+00,1.523679866789807904e-03,-3.306820648038680038e-04
2.536000000000000032e+00,9.304070469855409847e-05,1.999795373722468295e+00,1.482525283423311675e-03,-3.222586387509873414e-04
2.540000000000000036e+00,9.038075594681280905e-05,1.999801223256146621e+00,1.442412756054667561e-03,-3.140338628896161715e-04
2.544000000000000039e+00,8.779283922126550821e-05,1.999806914383106093e+00,1.403317915485295924e-03,-3.060034951709650537e-04
2.548000000000000043e+00,8.527512521012841110e-05,1.999812451126212753e+00,1.365216906332278367e-03,-2.981633723429696057e-04
2.552000000000000046e+00,8.282582753229210208e-05,1.999817837413925714e+00,1.328086377690226774e-03,-2.905094087884678585e-04
2.556000000000000050e+00,8.044320182811531199e-05,1.999823077082291345e+00,1.291903473924418434e-03,-2.830375953729268837e-04
2.560000000000000053e+00,7.812554486684306554e-05,1.999828173876911031e+00,1.256645825594234715e-03,-2.757439983018206099e-04
2.564000000000000057e+00,7.587119367041970030e-05,1.999833131454864743e+00,1.222291540506116776e-03,-2.686247579878013993e-04
2.568000000000000060e+00,7.367852465345592881e-05,1.999837953386603528e+00,1.188819194895051950e-03,-2.616760879277565672e-04
2.572000000000000064e+00,7.154595277912180061e-05,1.999842643157805799e+00,1.156207824733732287e-03,-2.548942735898708403e-04
2.576000000000000068e+00,6.947193073073079379e-05,1.999847204171198989e+00,1.124436917168397361e-03,-2.482756713107821950e-04
2.580000000000000071e+00,6.745494809878796341e-05,1.999851639748348120e+00,1.093486402080434553e-03,-2.418167072029304163e-04
2.584000000000000075e+00,6.549353058327232312e-05,1.999855953131407293e+00,1.063336643772728931e-03,-2.355138760721770354e-04
2.588000000000000078e+00,6.358623921092852857e-05,1.999860147484844974e+00,1.033968432779785876e-03,-2.293637403457788292e-04
2.592000000000000082e+00,6.173166956734448994e-05,1.999864225897129977e+00,1.005362977800625069e-03,-2.233629290107903137e-04
2.596000000000000085e+00,5.992845104358922336e-05,1.999868191382390137e+00,9.775018977533720538e-04,-2.175081365629503386e-04
2.600000000000000089e+00,5.817524609719553733e-05,1.999872046882034127e+00,9.503672139505844928e-04,-2.117961219661302730e-04
2.604000000000000092e+00,5.647074952726376795e-05,1.999875795266349732e+00,9.239413423941785029e-04,-2.062237076223806477e-04
2.608000000000000096e+00,5.481368776347402569e-05,1.999879439336063491e+00,8.982070861889549949e-04,-2.007877783526395437e-04
2.612000000000000099e+00,5.320281816878956406e-05,1.999882981823878136e+00,8.731476280736070192e-04,-1.954852803881367430e-04
2.616000000000000103e+00,5.163692835563995950e-05,1.999886425395973610e+00,8.487465230681418005e-04,-1.903132203725364682e-04
2.620000000000000107e+00,5.011483551537310974e-05,1.999889772653481446e+00,8.249876912366147213e-04,-1.852686643748512106e-04
2.624000000000000110e+00,4.863538576076700300e-05,1.999893026133933605e+00,8.018554105640680668e-04,-1.803487369131526934e-04
2.628000000000000114e+00,4.719745348139437868e-05,1.999896188312676459e+00,7.793343099465483695e-04,-1.755506199891024950e-04
2.632000000000000117e+00,4.579994071163661219e-05,1.999899261604262346e+00,7.574093622931031902e-04,-1.708715521333240982e-04
2.636000000000000121e+00,4.444177651114279736e-05,1.999902248363813140e+00,7.360658777385971309e-04,-1.663088274616236013e-04
2.640000000000000124e+00,4.312191635753485848e-05,1.999905150888353633e+00,7.152894969662379390e-04,-1.618597947420744065e-04
2.644000000000000128e+00,4.183934155115879905e-05,1.999907971418121377e+00,6.950661846386418756e-04,-1.575218564729630925e-04
2.648000000000000131e+00,4.059305863168737120e-05,1.999910712137849877e+00,6.753822229363224848e-04,-1.532924679716041714e-04
2.652000000000000135e+00,3.938209880637763392e-05,1.999913375178026476e+00,6.562242052024079737e-04,-1.491691364740102283e-04
2.656000000000000139e+00,3.820551738979357652e-05,1.999915962616122478e+00,6.375790296924751382e-04,-1.451494202454183956e-04
2.660000000000000142e+00,3.706239325480207978e-05,1.999918476477803297e+00,6.194338934283080775e-04,-1.412309277016542402e-04
2.664000000000000146e+00,3.595182829465455972e-05,1.999920918738108844e+00,6.017762861544257227e-04,-1.374113165413191331e-04
2.668000000000000149e+00,3.487294689596903094e-05,1.999923291322613483e+00,5.845939843962240454e-04,-1.336882928887822087e-04
2.672000000000000153e+00,3.382489542242765173e-05,1.999925596108561354e+00,5.678750456185430347e-04,-1.300596104479497265e-04
2.676000000000000156e+00,3.280684170901011895e-05,1.999927834925979919e+00,5.516078024835264267e-04,-1.265230696667928370e-04
2.680000000000000160e+00,3.181797456658052968e-05,1.999930009558766653e+00,5.357808572065528340e-04,-1.230765169125910309e-04
2.684000000000000163e+00,3.085750329665334262e-05,1.999932121745759517e+00,5.203830760091240383e-04,-1.197178436578704851e-04
2.688000000000000167e+00,2.992465721616093181e-05,1.999934173181778574e+00,5.054035836674978773e-04,-1.164449856769915232e-04
2.692000000000000171e+00,2.901868519205100849e-05,1.999936165518652720e+00,4.908317581559257931e-04,-1.132559222533502255e-04
2.696000000000000174e+00,2.813885518554214642e-05,1.999938100366218663e+00,4.766572253833112577e-04,-1.101486753971491948e-04
2.700000000000000178e+00,2.728445380586879012e-05,1.999939979293306136e+00,4.628698540221282739e-04,-1.071213090736925492e-04
2.704000000000000181e+00,2.645478587334896853e-05,1.999941803828693354e+00,4.494597504284385541e-04,-1.041719284421569391e-04
2.708000000000000185e+00,2.564917399161030523e-05,1.999943575462054701e+00,4.364172536518453834e-04,-1.012986791047883591e-04
2.712000000000000188e+00,2.486695812881139302e-05,1.999945295644874887e+00,4.237329305342242883e-04,-9.849974636646996408e-05
2.716000000000000192e+00,2.410749520769819325e-05,1.999946965791356002e+00,4.113975708960718766e-04,-9.577335450460554083e-05
2.720000000000000195e+00,2.337015870433754221e-05,1.999948587279295031e+00,3.994021828093327034e-04,-9.311776604926157793e-05
2.724000000000000199e+00,2.265433825537085353e-05,1.999950161450952058e+00,3.877379879555415180e-04,-9.053128107350528174e-05
